2.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
2.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
3.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
4.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
5.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
6.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.475	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.6	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.625	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.65	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.675	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.7	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.725	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.75	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.775	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.825	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.85	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.875	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.9	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.925	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.95	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
7.975	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.025	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.05	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.075	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.1	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.125	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.15	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.175	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.2	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.225	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.25	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.275	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.3	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.325	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.35	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.375	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.4	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.425	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.45	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.5	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.525	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.55	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
8.575	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
